     Evm         C11  C22  C33  C23  C13  C12   C44  C55  C66                                                                   A1  A2  A3
     0.00000     0.2789E+03  0.2794E+03  0.2781E+03  0.1122E+03  0.1127E+03  0.1114E+03  0.8309E+02  0.8359E+02  0.8233E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.02309     0.2789E+03  0.2794E+03  0.2782E+03  0.1121E+03  0.1127E+03  0.1115E+03  0.8300E+02  0.8356E+02  0.8242E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.04618     0.2789E+03  0.2794E+03  0.2783E+03  0.1121E+03  0.1126E+03  0.1115E+03  0.8289E+02  0.8351E+02  0.8250E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.06927     0.2789E+03  0.2795E+03  0.2784E+03  0.1120E+03  0.1126E+03  0.1115E+03  0.8275E+02  0.8347E+02  0.8256E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.09236     0.2789E+03  0.2796E+03  0.2786E+03  0.1119E+03  0.1125E+03  0.1115E+03  0.8260E+02  0.8344E+02  0.8261E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.11545     0.2790E+03  0.2797E+03  0.2787E+03  0.1117E+03  0.1125E+03  0.1115E+03  0.8243E+02  0.8341E+02  0.8265E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.13853     0.2790E+03  0.2799E+03  0.2789E+03  0.1116E+03  0.1125E+03  0.1115E+03  0.8224E+02  0.8338E+02  0.8266E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.16162     0.2790E+03  0.2801E+03  0.2791E+03  0.1114E+03  0.1125E+03  0.1115E+03  0.8204E+02  0.8337E+02  0.8266E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.18470     0.2791E+03  0.2804E+03  0.2793E+03  0.1112E+03  0.1125E+03  0.1114E+03  0.8182E+02  0.8335E+02  0.8265E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.20779     0.2792E+03  0.2806E+03  0.2795E+03  0.1110E+03  0.1125E+03  0.1114E+03  0.8160E+02  0.8334E+02  0.8261E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.23087     0.2792E+03  0.2809E+03  0.2797E+03  0.1108E+03  0.1125E+03  0.1113E+03  0.8136E+02  0.8333E+02  0.8257E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.25395     0.2793E+03  0.2812E+03  0.2800E+03  0.1105E+03  0.1125E+03  0.1112E+03  0.8111E+02  0.8333E+02  0.8250E+02     0.0000E+00  0.0000E+00  0.0000E+00
