          S1          S2          D1          D2      angS      angD      angN
 -0.1026E+02  0.1460E+03 -0.1193E-02  0.6767E-02     94.02    100.00     98.54
 -0.6045E+01  0.1465E+03 -0.5947E-03  0.6802E-02     92.36     95.00     95.29
 -0.2040E+01  0.1467E+03  0.1548E-05  0.6815E-02     90.80     89.99     91.01
  0.1941E+01  0.1466E+03  0.5976E-03  0.6812E-02     89.24     84.99     86.28
  0.6195E+01  0.1462E+03  0.1198E-02  0.6790E-02     87.57     80.00     82.59
  0.1093E+02  0.1454E+03  0.1807E-02  0.6740E-02     85.70     74.99     78.92
  0.1653E+02  0.1441E+03  0.2426E-02  0.6662E-02     83.46     69.99     73.11
  0.2337E+02  0.1415E+03  0.3062E-02  0.6563E-02     80.62     64.99     65.23
  0.3031E+02  0.1376E+03  0.3722E-02  0.6446E-02     77.58     59.99     57.33
  0.3600E+02  0.1335E+03  0.4413E-02  0.6301E-02     74.91     54.99     51.19
  0.4046E+02  0.1296E+03  0.5132E-02  0.6114E-02     72.66     49.99     46.79
  0.4410E+02  0.1260E+03  0.5882E-02  0.5880E-02     70.70     44.99     43.16
  0.4718E+02  0.1225E+03  0.6671E-02  0.5595E-02     68.93     39.99     40.01
  0.4998E+02  0.1190E+03  0.7504E-02  0.5253E-02     67.21     35.00     37.14
  0.5265E+02  0.1152E+03  0.8391E-02  0.4844E-02     65.45     30.00     34.21
  0.5530E+02  0.1111E+03  0.9336E-02  0.4354E-02     63.54     25.00     31.48
  0.5820E+02  0.1061E+03  0.1033E-01  0.3760E-02     61.25     20.01     28.72
  0.6166E+02  0.9926E+02  0.1133E-01  0.3036E-02     58.15     15.00     24.95
  0.6611E+02  0.8820E+02  0.1225E-01  0.2159E-02     53.15     10.00     19.18
  0.7205E+02  0.6157E+02  0.1291E-01  0.1130E-02     40.52      5.00      8.13
  0.7516E+02 -0.5547E+01  0.1330E-01  0.4614E-06     -4.22      0.00      1.65
  0.7286E+02 -0.6851E+02  0.1268E-01 -0.1109E-02    -43.24     -5.00    -10.46
  0.6702E+02 -0.9111E+02  0.1204E-01 -0.2122E-02    -53.66    -10.00    -20.01
  0.6272E+02 -0.1015E+03  0.1112E-01 -0.2980E-02    -58.27    -15.00    -25.60
  0.5931E+02 -0.1080E+03  0.1014E-01 -0.3690E-02    -61.22    -19.99    -29.38
  0.5644E+02 -0.1128E+03  0.9171E-02 -0.4275E-02    -63.43    -24.99    -32.19
  0.5381E+02 -0.1168E+03  0.8247E-02 -0.4761E-02    -65.27    -30.00    -35.07
  0.5118E+02 -0.1204E+03  0.7382E-02 -0.5169E-02    -66.97    -35.00    -38.12
  0.4842E+02 -0.1237E+03  0.6569E-02 -0.5513E-02    -68.62    -40.01    -41.05
  0.4544E+02 -0.1269E+03  0.5800E-02 -0.5801E-02    -70.31    -45.01    -44.11
  0.4199E+02 -0.1303E+03  0.5068E-02 -0.6042E-02    -72.14    -50.01    -47.50
  0.3789E+02 -0.1338E+03  0.4366E-02 -0.6237E-02    -74.19    -55.01    -51.51
  0.3282E+02 -0.1375E+03  0.3690E-02 -0.6392E-02    -76.57    -60.01    -56.91
  0.2671E+02 -0.1410E+03  0.3038E-02 -0.6517E-02    -79.28    -65.01    -63.94
  0.2033E+02 -0.1436E+03  0.2408E-02 -0.6622E-02    -81.94    -70.02    -71.38
  0.1489E+02 -0.1451E+03  0.1796E-02 -0.6706E-02    -84.14    -75.01    -77.39
  0.1026E+02 -0.1460E+03  0.1193E-02 -0.6767E-02    -85.98    -80.00    -81.45
  0.6046E+01 -0.1465E+03  0.5947E-03 -0.6802E-02    -87.64    -85.00    -84.68
  0.2050E+01 -0.1467E+03  0.1125E-07 -0.6815E-02    -89.20    -90.00    -88.98
          S1          S2          D1          D2      angS      angD      angN
 -0.4468E+01 -0.1394E+03 -0.8858E-07 -0.7173E-02    -91.84    -90.00    -89.13
 -0.9184E+01 -0.1393E+03 -0.6238E-03 -0.7136E-02    -93.77    -95.00    -92.82
 -0.1442E+02 -0.1389E+03 -0.1246E-02 -0.7071E-02    -95.93   -100.00    -96.83
 -0.2081E+02 -0.1378E+03 -0.1868E-02 -0.6972E-02    -98.59   -105.00   -101.42
 -0.2940E+02 -0.1356E+03 -0.2488E-02 -0.6833E-02   -102.23   -110.01   -107.41
 -0.4037E+02 -0.1313E+03 -0.3106E-02 -0.6659E-02   -107.09   -115.00   -115.52
 -0.5003E+02 -0.1259E+03 -0.3731E-02 -0.6460E-02   -111.67   -120.01   -122.78
 -0.5713E+02 -0.1208E+03 -0.4354E-02 -0.6217E-02   -115.31   -125.01   -127.73
 -0.6249E+02 -0.1164E+03 -0.4970E-02 -0.5922E-02   -118.23   -130.01   -131.52
 -0.6680E+02 -0.1124E+03 -0.5582E-02 -0.5582E-02   -120.73   -135.00   -135.61
 -0.7047E+02 -0.1083E+03 -0.6198E-02 -0.5201E-02   -123.05   -140.00   -139.94
 -0.7355E+02 -0.1044E+03 -0.6820E-02 -0.4775E-02   -125.17   -145.00   -143.59
 -0.7618E+02 -0.1006E+03 -0.7448E-02 -0.4300E-02   -127.13   -150.00   -146.82
 -0.7857E+02 -0.9670E+02 -0.8087E-02 -0.3771E-02   -129.09   -155.00   -149.96
 -0.8097E+02 -0.9225E+02 -0.8730E-02 -0.3177E-02   -131.27   -160.00   -153.06
 -0.8360E+02 -0.8666E+02 -0.9362E-02 -0.2508E-02   -133.97   -165.00   -156.44
 -0.8674E+02 -0.7859E+02 -0.9941E-02 -0.1753E-02   -137.82   -170.00   -160.66
 -0.9091E+02 -0.6391E+02 -0.1036E-01 -0.9065E-03   -144.89   -175.00   -167.47
 -0.9333E+02 -0.2426E+02 -0.1071E-01 -0.3960E-06   -165.43   -180.00    170.17
 -0.8624E+02  0.1152E+02 -0.1146E-01  0.1002E-02    172.39    175.00    163.85
 -0.8089E+02  0.2554E+02 -0.1171E-01  0.2065E-02    162.48    170.00    158.96
 -0.7746E+02  0.3447E+02 -0.1153E-01  0.3091E-02    156.01    165.00    158.73
 -0.7475E+02  0.4135E+02 -0.1114E-01  0.4054E-02    151.05    160.00    158.18
 -0.7231E+02  0.4734E+02 -0.1059E-01  0.4941E-02    146.79    155.00    157.40
 -0.6990E+02  0.5299E+02 -0.9950E-02  0.5746E-02    142.83    149.99    156.41
 -0.6735E+02  0.5867E+02 -0.9222E-02  0.6458E-02    138.94    145.00    155.37
 -0.6446E+02  0.6482E+02 -0.8414E-02  0.7061E-02    134.84    140.00    154.21
 -0.6079E+02  0.7214E+02 -0.7522E-02  0.7523E-02    130.12    135.00    152.37
 -0.5494E+02  0.8257E+02 -0.6522E-02  0.7771E-02    123.64    130.00    147.23
 -0.3969E+02  0.1011E+03 -0.5432E-02  0.7757E-02    111.43    125.00    128.99
 -0.2089E+02  0.1115E+03 -0.4672E-02  0.8093E-02    100.61    120.00    107.25
 -0.1045E+02  0.1136E+03 -0.3935E-02  0.8439E-02     95.25    115.00     97.85
 -0.4119E+01  0.1143E+03 -0.3143E-02  0.8639E-02     92.06    109.99     95.27
  0.7043E+00  0.1147E+03 -0.2339E-02  0.8734E-02     89.65    104.99     95.27
  0.4886E+01  0.1151E+03 -0.1544E-02  0.8755E-02     87.57    100.00     96.00
  0.8841E+01  0.1155E+03 -0.7631E-03  0.8714E-02     85.62     95.00     96.82
  0.1284E+02  0.1160E+03 -0.4520E-06  0.8618E-02     83.68     90.00     97.06
  0.1715E+02  0.1166E+03  0.7412E-03  0.8471E-02     81.63     85.00     96.67
  0.2219E+02  0.1171E+03  0.1457E-02  0.8263E-02     79.27     80.00     92.92
  0.2965E+02  0.1168E+03  0.2148E-02  0.8015E-02     75.76     74.99     81.64
  0.4177E+02  0.1126E+03  0.2847E-02  0.7822E-02     69.66     70.00     64.01
  0.5258E+02  0.1056E+03  0.3583E-02  0.7684E-02     63.54     65.00     51.01
  0.5998E+02  0.9853E+02  0.4336E-02  0.7510E-02     58.67     60.00     43.04
  0.6485E+02  0.9287E+02  0.5064E-02  0.7232E-02     55.07     55.00     39.20
  0.6843E+02  0.8829E+02  0.5760E-02  0.6862E-02     52.23     49.99     36.96
  0.7142E+02  0.8418E+02  0.6428E-02  0.6426E-02     49.69     44.99     35.14
  0.7411E+02  0.8023E+02  0.7071E-02  0.5932E-02     47.27     39.99     33.71
  0.7666E+02  0.7633E+02  0.7687E-02  0.5381E-02     44.88     34.99     32.55
  0.7914E+02  0.7235E+02  0.8271E-02  0.4774E-02     42.43     30.00     31.56
  0.8166E+02  0.6818E+02  0.8814E-02  0.4110E-02     39.86     25.00     30.57
  0.8429E+02  0.6362E+02  0.9307E-02  0.3387E-02     37.05     20.00     29.03
  0.8712E+02  0.5829E+02  0.9733E-02  0.2608E-02     33.79     15.00     26.79
  0.9031E+02  0.5154E+02  0.1006E-01  0.1774E-02     29.72     10.00     24.06
  0.9431E+02  0.4181E+02  0.1021E-01  0.8930E-03     23.91      5.00     19.19
  0.9864E+02  0.2402E+02  0.1014E-01  0.2344E-06     13.68      0.00      8.20
  0.9738E+02 -0.9722E+01  0.1018E-01 -0.8901E-03     -5.70     -5.00     -5.64
  0.9200E+02 -0.4312E+02  0.1004E-01 -0.1770E-02    -25.11    -10.00    -13.71
  0.8561E+02 -0.6412E+02  0.9729E-02 -0.2606E-02    -36.83    -15.00    -21.37
  0.8005E+02 -0.7655E+02  0.9267E-02 -0.3373E-02    -43.72    -20.00    -26.93
  0.7528E+02 -0.8516E+02  0.8696E-02 -0.4055E-02    -48.52    -25.00    -30.93
  0.7095E+02 -0.9195E+02  0.8062E-02 -0.4654E-02    -52.35    -30.00    -34.08
  0.6678E+02 -0.9781E+02  0.7393E-02 -0.5176E-02    -55.67    -35.00    -36.91
  0.6250E+02 -0.1032E+03  0.6706E-02 -0.5627E-02    -58.80    -40.00    -39.88
  0.5773E+02 -0.1086E+03  0.6011E-02 -0.6012E-02    -62.01    -45.00    -43.06
  0.5196E+02 -0.1144E+03  0.5309E-02 -0.6328E-02    -65.58    -50.00    -46.66
  0.4428E+02 -0.1211E+03  0.4602E-02 -0.6574E-02    -69.92    -55.00    -51.90
  0.3415E+02 -0.1281E+03  0.3905E-02 -0.6765E-02    -75.07    -60.00    -59.51
  0.2368E+02 -0.1334E+03  0.3229E-02 -0.6925E-02    -79.93    -65.00    -67.43
  0.1583E+02 -0.1362E+03  0.2564E-02 -0.7046E-02    -83.37    -70.00    -73.27
  0.9798E+01 -0.1377E+03  0.1908E-02 -0.7125E-02    -85.93    -75.01    -77.71
  0.4743E+01 -0.1387E+03  0.1263E-02 -0.7168E-02    -88.04    -80.00    -81.56
  0.9373E-01 -0.1392E+03  0.6281E-03 -0.7183E-02    -89.96    -85.00    -85.39
 -0.4468E+01 -0.1394E+03 -0.8858E-07 -0.7173E-02    -91.84    -90.00    -89.13
          S1          S2          D1          D2      angS      angD      angN
 -0.4670E+02 -0.1981E+03 -0.2970E-07 -0.5047E-02   -103.26    -90.00    -91.87
 -0.6303E+02 -0.1971E+03 -0.4318E-03 -0.4936E-02   -107.74    -95.00    -95.30
 -0.7929E+02 -0.1951E+03 -0.8432E-03 -0.4783E-02   -112.12   -100.00    -99.06
 -0.9477E+02 -0.1921E+03 -0.1232E-02 -0.4598E-02   -116.26   -105.00   -103.40
 -0.1085E+03 -0.1883E+03 -0.1598E-02 -0.4390E-02   -119.96   -110.00   -107.34
 -0.1208E+03 -0.1840E+03 -0.1940E-02 -0.4160E-02   -123.27   -115.00   -110.59
 -0.1325E+03 -0.1793E+03 -0.2257E-02 -0.3910E-02   -126.46   -120.00   -114.77
 -0.1436E+03 -0.1735E+03 -0.2555E-02 -0.3649E-02   -129.61   -125.00   -121.51
 -0.1535E+03 -0.1665E+03 -0.2842E-02 -0.3387E-02   -132.67   -130.00   -133.56
 -0.1610E+03 -0.1570E+03 -0.3145E-02 -0.3145E-02   -135.73   -135.00   -150.40
 -0.1654E+03 -0.1457E+03 -0.3476E-02 -0.2916E-02   -138.63   -140.00   -163.73
 -0.1678E+03 -0.1341E+03 -0.3822E-02 -0.2676E-02   -141.36   -145.00   -170.87
 -0.1691E+03 -0.1232E+03 -0.4163E-02 -0.2403E-02   -143.93   -150.00   -173.62
 -0.1701E+03 -0.1133E+03 -0.4485E-02 -0.2091E-02   -146.34   -155.00   -174.04
 -0.1711E+03 -0.1042E+03 -0.4784E-02 -0.1741E-02   -148.65   -160.00   -172.68
 -0.1724E+03 -0.9567E+02 -0.5049E-02 -0.1353E-02   -150.98   -165.00   -168.87
 -0.1746E+03 -0.8714E+02 -0.5266E-02 -0.9276E-03   -153.47   -170.01   -163.63
 -0.1781E+03 -0.7705E+02 -0.5410E-02 -0.4728E-03   -156.61   -175.01   -165.69
 -0.1796E+03 -0.5509E+02 -0.5566E-02 -0.2486E-06   -162.95   -180.00    176.05
 -0.1735E+03 -0.2931E+02 -0.5849E-02  0.5113E-03   -170.41    175.00    160.76
 -0.1660E+03 -0.1213E+02 -0.6101E-02  0.1075E-02   -175.82    170.00    153.39
 -0.1597E+03 -0.5820E+00 -0.6268E-02  0.1679E-02   -179.79    165.00    148.36
 -0.1543E+03  0.8453E+01 -0.6355E-02  0.2313E-02    176.86    160.00    149.67
 -0.1493E+03  0.1637E+02 -0.6371E-02  0.2971E-02    173.74    155.00    147.56
 -0.1445E+03  0.2388E+02 -0.6318E-02  0.3647E-02    170.62    150.00    146.79
 -0.1395E+03  0.3148E+02 -0.6192E-02  0.4336E-02    167.28    145.00    145.97
 -0.1338E+03  0.3975E+02 -0.5983E-02  0.5020E-02    163.45    140.00    145.17
 -0.1269E+03  0.4953E+02 -0.5668E-02  0.5668E-02    158.68    135.00    144.62
 -0.1176E+03  0.6258E+02 -0.5203E-02  0.6200E-02    151.98    130.00    143.96
 -0.9973E+02  0.8638E+02 -0.4482E-02  0.6401E-02    139.10    125.00    139.00
 -0.3456E+02  0.1365E+03 -0.3690E-02  0.6390E-02    104.21    120.00    117.56
  0.1033E+02  0.1541E+03 -0.3124E-02  0.6699E-02     86.16    115.00    112.00
  0.3862E+02  0.1648E+03 -0.2414E-02  0.6632E-02     76.82    110.00    112.86
  0.6396E+02  0.1755E+03 -0.1692E-02  0.6314E-02     69.98    105.00    114.06
  0.9517E+02  0.1892E+03 -0.1023E-02  0.5800E-02     63.30    100.00    107.09
  0.1294E+03  0.1956E+03 -0.4752E-03  0.5428E-02     56.50     95.00     93.11
  0.1521E+03  0.1949E+03  0.4457E-07  0.5131E-02     52.04     90.00     82.56
  0.1671E+03  0.1919E+03  0.4239E-03  0.4843E-02     48.95     85.00     73.86
  0.1778E+03  0.1880E+03  0.8037E-03  0.4559E-02     46.61     80.00     67.46
  0.1859E+03  0.1843E+03  0.1145E-02  0.4272E-02     44.75     75.00     64.09
  0.1927E+03  0.1808E+03  0.1450E-02  0.3985E-02     43.18     70.01     62.73
  0.1988E+03  0.1777E+03  0.1725E-02  0.3699E-02     41.79     65.00     62.01
  0.2044E+03  0.1746E+03  0.1973E-02  0.3418E-02     40.51     60.00     60.88
  0.2099E+03  0.1715E+03  0.2199E-02  0.3141E-02     39.24     55.00     59.12
  0.2155E+03  0.1680E+03  0.2406E-02  0.2867E-02     37.95     49.99     56.72
  0.2210E+03  0.1642E+03  0.2596E-02  0.2596E-02     36.61     45.00     54.27
  0.2265E+03  0.1601E+03  0.2772E-02  0.2326E-02     35.25     40.00     51.80
  0.2318E+03  0.1557E+03  0.2935E-02  0.2055E-02     33.89     35.00     48.51
  0.2369E+03  0.1509E+03  0.3087E-02  0.1782E-02     32.50     30.00     44.51
  0.2417E+03  0.1456E+03  0.3230E-02  0.1507E-02     31.06     25.00     40.18
  0.2464E+03  0.1395E+03  0.3365E-02  0.1225E-02     29.50     20.00     35.29
  0.2513E+03  0.1318E+03  0.3489E-02  0.9352E-03     27.69     15.00     28.36
  0.2559E+03  0.1211E+03  0.3607E-02  0.6361E-03     25.33     10.00     18.38
  0.2591E+03  0.1056E+03  0.3726E-02  0.3260E-03     22.18      5.00      7.40
  0.2598E+03  0.8697E+02  0.3849E-02  0.6275E-07     18.51      0.00     -1.13
  0.2584E+03  0.6825E+02  0.3962E-02 -0.3464E-03     14.80     -5.00     -8.97
  0.2546E+03  0.5200E+02  0.4074E-02 -0.7184E-03     11.54    -10.00    -15.55
  0.2500E+03  0.3756E+02  0.4169E-02 -0.1117E-02      8.55    -15.00    -19.76
  0.2442E+03  0.2316E+02  0.4241E-02 -0.1543E-02      5.42    -20.00    -22.99
  0.2372E+03  0.7671E+01  0.4281E-02 -0.1996E-02      1.85    -25.00    -25.91
  0.2280E+03 -0.9892E+01  0.4278E-02 -0.2470E-02     -2.48    -30.00    -29.00
  0.2158E+03 -0.3038E+02  0.4218E-02 -0.2952E-02     -8.01    -34.99    -32.54
  0.1993E+03 -0.5427E+02  0.4084E-02 -0.3426E-02    -15.23    -39.99    -36.58
  0.1774E+03 -0.8169E+02  0.3860E-02 -0.3859E-02    -24.73    -44.99    -40.89
  0.1492E+03 -0.1118E+03  0.3540E-02 -0.4219E-02    -36.85    -50.00    -45.98
  0.1163E+03 -0.1406E+03  0.3153E-02 -0.4503E-02    -50.41    -55.00    -52.82
  0.8431E+02 -0.1619E+03  0.2741E-02 -0.4748E-02    -62.50    -60.00    -59.63
  0.5571E+02 -0.1769E+03  0.2299E-02 -0.4929E-02    -72.52    -65.00    -65.57
  0.2846E+02 -0.1876E+03  0.1838E-02 -0.5051E-02    -81.38    -70.00    -71.85
  0.5195E+01 -0.1940E+03  0.1371E-02 -0.5117E-02    -88.47    -75.00    -78.18
 -0.1359E+02 -0.1970E+03  0.9059E-03 -0.5138E-02    -93.94    -80.00    -83.74
 -0.3040E+02 -0.1981E+03  0.4475E-03 -0.5115E-02    -98.72    -85.00    -88.15
 -0.4670E+02 -0.1981E+03 -0.2970E-07 -0.5047E-02   -103.26    -90.00    -91.87
