        EPSvm          Svm        SDEV1    SDEV2    SDEV3    SDEV4    SDEV5    SDEV6        DDEV1    DDEV2    DDEV3    DDEV4    DDEV5    DDEV6
  0.10498E+00  0.27193E+03        0.098    0.116    0.091    0.111    0.109    0.003        0.315    0.349    0.283    0.339    0.316    0.000
  0.10998E+00  0.27827E+03        0.096    0.116    0.092    0.107    0.103    0.003        0.288    0.322    0.268    0.303    0.281    0.000
  0.11498E+00  0.28244E+03        0.094    0.115    0.092    0.104    0.099    0.003        0.277    0.309    0.261    0.286    0.266    0.000
  0.11998E+00  0.28606E+03        0.093    0.113    0.092    0.101    0.096    0.003        0.269    0.300    0.256    0.273    0.255    0.000
  0.12498E+00  0.28915E+03        0.092    0.112    0.091    0.099    0.094    0.003        0.263    0.292    0.252    0.264    0.247    0.000
  0.12998E+00  0.29205E+03        0.091    0.111    0.091    0.097    0.092    0.003        0.259    0.286    0.249    0.255    0.241    0.000
  0.13498E+00  0.29437E+03        0.091    0.110    0.090    0.095    0.090    0.003        0.256    0.281    0.247    0.248    0.236    0.000
  0.13998E+00  0.29685E+03        0.090    0.109    0.090    0.094    0.089    0.003        0.253    0.276    0.244    0.242    0.231    0.000
  0.14498E+00  0.29895E+03        0.089    0.108    0.089    0.092    0.088    0.003        0.252    0.272    0.243    0.237    0.228    0.000
  0.14998E+00  0.30094E+03        0.089    0.107    0.089    0.091    0.087    0.003        0.250    0.268    0.241    0.232    0.225    0.000
  0.15498E+00  0.30299E+03        0.088    0.106    0.089    0.089    0.086    0.003        0.249    0.264    0.239    0.227    0.222    0.000
  0.15998E+00  0.30484E+03        0.087    0.105    0.088    0.088    0.085    0.003        0.248    0.261    0.238    0.223    0.219    0.000
  0.16498E+00  0.30646E+03        0.087    0.104    0.088    0.087    0.084    0.003        0.248    0.258    0.237    0.219    0.217    0.000
  0.16998E+00  0.30818E+03        0.086    0.103    0.088    0.086    0.084    0.003        0.246    0.255    0.236    0.215    0.215    0.000
  0.17498E+00  0.30974E+03        0.086    0.102    0.087    0.085    0.083    0.003        0.246    0.252    0.235    0.212    0.213    0.000
  0.17998E+00  0.31131E+03        0.085    0.102    0.087    0.084    0.083    0.003        0.245    0.250    0.234    0.208    0.211    0.000
  0.18498E+00  0.31266E+03        0.085    0.101    0.087    0.083    0.083    0.003        0.245    0.247    0.233    0.205    0.210    0.000
  0.18998E+00  0.31423E+03        0.085    0.100    0.087    0.082    0.082    0.003        0.243    0.245    0.232    0.202    0.208    0.000
  0.19498E+00  0.31545E+03        0.084    0.100    0.086    0.081    0.082    0.003        0.243    0.243    0.232    0.199    0.208    0.000
  0.19998E+00  0.31678E+03        0.084    0.099    0.086    0.080    0.081    0.003        0.242    0.241    0.231    0.196    0.207    0.000
  0.20498E+00  0.31809E+03        0.084    0.099    0.086    0.079    0.081    0.003        0.241    0.239    0.230    0.193    0.206    0.000
  0.20998E+00  0.31921E+03        0.083    0.098    0.086    0.079    0.081    0.003        0.240    0.237    0.230    0.191    0.205    0.000
  0.21498E+00  0.32041E+03        0.083    0.098    0.086    0.078    0.080    0.003        0.240    0.235    0.230    0.189    0.204    0.000
  0.21998E+00  0.32162E+03        0.083    0.097    0.085    0.077    0.080    0.003        0.239    0.233    0.229    0.186    0.204    0.000
  0.22498E+00  0.32281E+03        0.083    0.097    0.085    0.076    0.080    0.003        0.238    0.232    0.229    0.184    0.203    0.000
  0.22998E+00  0.32398E+03        0.083    0.097    0.085    0.076    0.079    0.003        0.237    0.230    0.229    0.182    0.203    0.000
  0.23498E+00  0.32505E+03        0.082    0.096    0.085    0.075    0.079    0.003        0.236    0.229    0.228    0.180    0.202    0.000
  0.23998E+00  0.32621E+03        0.082    0.096    0.085    0.074    0.079    0.003        0.235    0.228    0.228    0.178    0.202    0.000
  0.24498E+00  0.32724E+03        0.082    0.095    0.085    0.074    0.078    0.003        0.234    0.226    0.228    0.176    0.201    0.000
  0.24998E+00  0.32830E+03        0.082    0.095    0.085    0.073    0.078    0.003        0.233    0.225    0.228    0.174    0.201    0.000
  0.25497E+00  0.32925E+03        0.082    0.095    0.084    0.073    0.077    0.003        0.233    0.224    0.228    0.173    0.200    0.000
  0.25997E+00  0.33017E+03        0.082    0.094    0.084    0.072    0.077    0.003        0.232    0.223    0.228    0.172    0.200    0.000
  0.26497E+00  0.33098E+03        0.081    0.094    0.084    0.071    0.076    0.003        0.233    0.222    0.229    0.171    0.202    0.000
  0.26997E+00  0.33191E+03        0.081    0.093    0.084    0.071    0.076    0.003        0.232    0.221    0.228    0.170    0.201    0.000
  0.27497E+00  0.33293E+03        0.081    0.093    0.084    0.070    0.075    0.003        0.231    0.220    0.228    0.168    0.200    0.000
  0.27997E+00  0.33382E+03        0.081    0.093    0.083    0.070    0.075    0.003        0.230    0.219    0.228    0.166    0.200    0.000
  0.28497E+00  0.33475E+03        0.081    0.092    0.083    0.069    0.074    0.003        0.229    0.218    0.228    0.165    0.200    0.000
  0.28997E+00  0.33517E+03        0.080    0.091    0.083    0.069    0.077    0.003        0.231    0.217    0.230    0.166    0.213    0.000
  0.29497E+00  0.33647E+03        0.080    0.092    0.083    0.068    0.074    0.003        0.228    0.216    0.228    0.163    0.201    0.000
  0.29997E+00  0.33633E+03        0.080    0.091    0.082    0.067    0.080    0.003        0.233    0.215    0.229    0.164    0.225    0.000
